Dòng máy,Giá,Phiên bản,Tình trạng,Tinh_trang_tong_hop,Xuất xứ,Dung lượng (GB),Tình trạng pin,Pin_bucket,Chính sách bảo hành
iPhone 15 Pro,15990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,93%,90-94%,
iPhone 15 Pro,15999000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),128.0,90%,90-94%,1 tháng
iPhone 15 Pro,15790000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,88%,85-89%,
iPhone 15 Pro,19000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,99%,97-99%,
iPhone 15 Pro,15200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,90%,90-94%,7-12 tháng
iPhone 15 Pro,13500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,90%,85-89%,Còn bảo hành
iPhone 15 Pro,14900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,90%,85-89%,
iPhone 15 Pro Max,17500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,91%,90-94%,
iPhone 15 Pro Max,17300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone 15 Pro Max,17200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,91%,90-94%,>12 tháng
iPhone 15 Pro Max,18300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,91%,90-94%,
iPhone 15 Pro Max,18000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,92%,90-94%,Còn bảo hành
iPhone 15 Pro Max,15500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),256.0,84%,80-84%,
iPhone 15 Pro Max,17800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,256.0,92%,90-94%,7-12 tháng
iPhone 15 Pro Max,20890000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Trung Quốc,512.0,94%,90-94%,4-6 tháng
iPhone 15 Pro Max,17000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,90%,90-94%,
iPhone 15 Pro Max,16850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,512.0,92%,90-94%,Còn bảo hành
iPhone 15 Pro Max,19500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Hết bảo hành
iPhone 15 Pro Max,18200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,92%,90-94%,>12 tháng
iPhone 15 Pro Max,15500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,85-89%,Còn bảo hành
iPhone 15 Pro Max,15500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,90%,85-89%,
iPhone 15 Pro Max,20999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),1024.0,100%,100%,7-12 tháng
iPhone 15 Pro Max,18900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,90-94%,7-12 tháng
iPhone 15 Pro Max,18990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,88%,85-89%,3 tháng
iPhone 15 Pro Max,16500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Không rõ,256.0,88%,85-89%,Hết bảo hành
iPhone 15 Pro Max,10500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Việt Nam,256.0,90%,85-89%,
iPhone 15 Pro Max,15600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,512.0,93%,90-94%,Còn bảo hành
iPhone 15 Pro Max,16500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,88%,85-89%,
iPhone 15 Pro Max,21500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,94%,90-94%,4-6 tháng
iPhone 15 Pro Max,15850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,88%,85-89%,
iPhone 15 Pro Max,15950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,90%,85-89%,Còn bảo hành
iPhone 15 Pro Max,17000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Không rõ,256.0,90%,90-94%,
iPhone 15 Pro Max,17550000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),512.0,95%,90-94%,Còn bảo hành
iPhone 15 Pro Max,16500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,89%,85-89%,Còn bảo hành
iPhone 15 Pro Max,16990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,89%,85-89%,7-12 tháng
iPhone 15 Pro Max,17500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,87%,85-89%,Còn bảo hành
iPhone 15 Pro Max,17500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,83%,80-84%,
iPhone 15 Pro Max,19990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),1024.0,94%,90-94%,1 tháng
iPhone 15 Pro Max,16799000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,86%,85-89%,
iPhone 15 Pro Max,19900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,92%,90-94%,Hết bảo hành
iPhone 15 Pro Max,17990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,92%,90-94%,Hết bảo hành
iPhone 15 Pro Max,14500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,4-6 tháng
iPhone 15 Pro Max,16500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,512.0,90%,90-94%,4-6 tháng
iPhone 15 Pro Max,19600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,93%,90-94%,Hết bảo hành
iPhone 15 Pro Max,16990000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,89%,85-89%,
iPhone 15 Pro Max,12999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,85%,85-89%,3 tháng
iPhone 15 Pro Max,18800000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,84%,80-84%,Còn bảo hành
iPhone 15 Pro Max,16500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Hong Kong,256.0,89%,85-89%,3 tháng
iPhone 15 Pro Max,14800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,85-89%,
iPhone 15 Pro Max,17500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,90%,90-94%,Hết bảo hành
iPhone 15 Pro Max,20300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,92%,90-94%,
iPhone 15 Pro Max,19300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,256.0,91%,90-94%,
iPhone 15 Pro Max,12900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,256.0,97%,97-99%,
iPhone 15 Pro Max,17600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,91%,90-94%,Hết bảo hành
iPhone 15 Pro Max,20990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),512.0,97%,95-96%,1 tháng
iPhone 15 Pro Max,15500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,92%,90-94%,3 tháng
iPhone 15 Pro Max,19090000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),256.0,89%,85-89%,Còn bảo hành
iPhone 15 Pro Max,12900000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,91%,90-94%,
iPhone 15 Pro Max,19990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,90%,90-94%,Hết bảo hành
iPhone 15 Pro Max,18900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,85%,85-89%,Hết bảo hành
iPhone 15 Pro Max,16800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,85-89%,3 tháng
iPhone 15 Pro Max,19600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,93%,90-94%,4-6 tháng
iPhone 15 Pro Max,11000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),256.0,90%,90-94%,
iPhone 15 Pro Max,11200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,
iPhone 15 Pro Max,13500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),256.0,91%,90-94%,4-6 tháng
iPhone 15 Pro Max,17800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,512.0,96%,95-96%,
iPhone 15 Pro Max,18500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,91%,90-94%,
iPhone 15 Pro Max,18900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,90-94%,4-6 tháng
iPhone 15 Pro Max,13500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,94%,90-94%,
iPhone 15 Pro Max,14900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,85-89%,
iPhone 15 Pro Max,13900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,90%,90-94%,
iPhone 15 Pro Max,13200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),512.0,92%,90-94%,1 tháng
iPhone 15 Pro Max,19800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,4-6 tháng
iPhone 15 Pro Max,15190000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,90%,90-94%,
iPhone 15 Pro Max,17200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,88%,85-89%,
iPhone 15 Pro Max,16500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,89%,85-89%,3 tháng
iPhone 15 Pro Max,13500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,89%,85-89%,1 tháng
iPhone 15 Pro Max,16500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,89%,85-89%,3 tháng
iPhone 15 Pro Max,18500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),512.0,95%,95-96%,Còn bảo hành
iPhone 15 Pro Max,18500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,512.0,100%,100%,Còn bảo hành
iPhone 15 Pro Max,13999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),512.0,91%,90-94%,4-6 tháng
iPhone 15 Pro Max,17990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),512.0,96%,95-96%,
iPhone 15 Pro Max,15500000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,91%,90-94%,3 tháng
iPhone 15 Pro Max,16490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,88%,85-89%,
iPhone 15 Pro Max,16800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,85-89%,
iPhone 15 Pro Max,17900000.0,,Mới,Zin không trầy xước,Việt Nam,512.0,100%,100%,Còn bảo hành
iPhone 15 Pro Max,18500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,91%,90-94%,>12 tháng
iPhone 15 Pro Max,19900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),1024.0,90%,90-94%,
iPhone 15 Pro Max,18000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,84%,80-84%,
iPhone 15 Pro Max,17900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Việt Nam,256.0,92%,90-94%,
iPhone 15 Pro Max,14500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,90%,85-89%,7-12 tháng
iPhone 15 Pro Max,17900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),256.0,92%,90-94%,7-12 tháng
iPhone 15 Pro Max,14500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,4-6 tháng
iPhone 15 Pro Max,19400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,86%,85-89%,3 tháng
iPhone 15 Pro Max,12800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,98%,97-99%,
iPhone 15 Pro Max,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,85%,85-89%,Hết bảo hành
iPhone 15 Pro Max,13500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,89%,85-89%,3 tháng
iPhone 15 Pro Max,18500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,91%,90-94%,
iPhone 15 Pro Max,17500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,91%,90-94%,1 tháng
iPhone 15 Pro Max,16200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,84%,80-84%,7-12 tháng
iPhone 15 Pro Max,14700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,90%,90-94%,
iPhone 15 Pro Max,15900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,85-89%,
iPhone 15 Pro Max,14600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,89%,85-89%,3 tháng
iPhone 15 Pro Max,15990000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,85-89%,
iPhone 15 Pro Max,15800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,85-89%,
iPhone 15 Pro Max,18990000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,91%,90-94%,
iPhone 15 Pro Max,18990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,91%,90-94%,7-12 tháng
iPhone 15 Pro Max,17000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,
iPhone 15 Pro Max,16000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,85-89%,
iPhone 15 Pro Max,19000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone 15 Pro Max,19500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,90-94%,
iPhone 15 Pro Max,16500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,89%,85-89%,>12 tháng
iPhone 15 Pro Max,17990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,92%,90-94%,2 tháng
iPhone 15 Pro Max,19800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,89%,85-89%,
iPhone 15 Pro Max,14700000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,88%,85-89%,
iPhone 15 Pro Max,15499000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,85-89%,Hết bảo hành
iPhone 15 Pro Max,18000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,95%,95-96%,
iPhone 15 Pro Max,19990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,92%,90-94%,
iPhone 15 Pro Max,14500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,
iPhone 15 Pro Max,16000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,85-89%,Hết bảo hành
iPhone 15 Pro Max,18490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,88%,85-89%,
iPhone 15 Pro Max,17200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),512.0,100%,100%,>12 tháng
iPhone 15 Pro Max,14490000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,90%,90-94%,7-12 tháng
iPhone 15 Pro Max,16300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,89%,85-89%,
iPhone 15 Pro Max,11700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,256.0,90%,90-94%,1 tháng
iPhone 15 Pro Max,12600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,91%,90-94%,
iPhone 15 Pro Max,18990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,85%,85-89%,Hết bảo hành
iPhone 16,16300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,4-6 tháng
iPhone 16,18990000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,92%,90-94%,>12 tháng
iPhone 16,15900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,94%,90-94%,7-12 tháng
iPhone 16,10900000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 16,17500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,94%,90-94%,
iPhone 16,15500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Trung Quốc,128.0,93%,90-94%,3 tháng
iPhone 16,15500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),128.0,95%,90-94%,>12 tháng
iPhone 16,15900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,92%,90-94%,4-6 tháng
iPhone 16,13500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,98%,97-99%,
iPhone 16,13000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,93%,90-94%,
iPhone 16,18500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,100%,100%,>12 tháng
iPhone 16,14500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,90%,90-94%,Hết bảo hành
iPhone 16,14500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 16,13200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,100%,100%,Còn bảo hành
iPhone 16,13200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,100%,100%,Còn bảo hành
iPhone 16,10800000.0,,Mới,Zin không trầy xước,Việt Nam,128.0,94%,90-94%,>12 tháng
iPhone 16,12300000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,94%,90-94%,
iPhone 16,14300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,90%,90-94%,
iPhone 16,12900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,86%,85-89%,3 tháng
iPhone 16 Plus,15500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,92%,90-94%,
iPhone 16 Plus,12990000.0,Khóa mạng (Lock),Mới,Zin không trầy xước,Mỹ (LL/A),128.0,94%,90-94%,
iPhone 16 Plus,15900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,94%,90-94%,
